Date,Time,plates
2026-06-01,13:46:26.566571,[]
2026-06-01,13:46:26.599904,[]
2026-06-01,13:46:26.633237,[]
2026-06-01,13:46:26.666570,[]
2026-06-01,13:46:26.699903,[]
2026-06-01,13:46:26.733236,[]
2026-06-01,13:46:26.766569,[]
2026-06-01,13:46:26.799902,[]
2026-06-01,13:46:26.833235,[]
2026-06-01,13:46:26.866568,[]
2026-06-01,13:46:26.899901,[]
2026-06-01,13:46:26.933234,[]
2026-06-01,13:46:26.966567,[]
2026-06-01,13:46:26.999900,[]
2026-06-01,13:46:27.033233,[]
2026-06-01,13:46:27.066566,[]
2026-06-01,13:46:27.099899,[]
2026-06-01,13:46:27.133232,[]
2026-06-01,13:46:27.166565,[]
2026-06-01,13:46:27.199898,[]
2026-06-01,13:46:27.233231,[]
2026-06-01,13:46:27.266564,[]
2026-06-01,13:46:27.299897,[]
2026-06-01,13:46:27.333230,[]
2026-06-01,13:46:27.366563,[]
2026-06-01,13:46:27.399896,[]
2026-06-01,13:46:27.433229,[]
2026-06-01,13:46:27.466562,[]
2026-06-01,13:46:27.499895,[]
2026-06-01,13:46:27.533228,[]
2026-06-01,13:46:27.566561,[]
2026-06-01,13:46:27.599894,[]
2026-06-01,13:46:27.633227,[]
2026-06-01,13:46:27.666560,[]
2026-06-01,13:46:27.699893,[]
2026-06-01,13:46:27.733226,[]
2026-06-01,13:46:27.766559,[]
2026-06-01,13:46:27.799892,[]
2026-06-01,13:46:27.833225,[]
2026-06-01,13:46:27.866558,[]
2026-06-01,13:46:27.899891,[]
2026-06-01,13:46:27.933224,[]
2026-06-01,13:46:27.966557,[]
2026-06-01,13:46:27.999890,[]
2026-06-01,13:46:28.033223,[]
2026-06-01,13:46:28.066556,[]
2026-06-01,13:46:28.099889,[]
2026-06-01,13:46:28.133222,[]
2026-06-01,13:46:28.166555,[]
2026-06-01,13:46:28.199888,[]
2026-06-01,13:46:28.233221,[]
2026-06-01,13:46:28.266554,[]
2026-06-01,13:46:28.299887,[]
2026-06-01,13:46:28.333220,[]
2026-06-01,13:46:28.366553,[]
2026-06-01,13:46:28.399886,[]
2026-06-01,13:46:28.433219,[]
2026-06-01,13:46:28.466552,[]
2026-06-01,13:46:28.499885,[]
2026-06-01,13:46:28.533218,[]
2026-06-01,13:46:28.566551,[]
2026-06-01,13:46:28.599884,[]
2026-06-01,13:46:28.633217,[]
2026-06-01,13:46:28.666550,[]
2026-06-01,13:46:28.699883,[]
2026-06-01,13:46:28.733216,[]
2026-06-01,13:46:28.766549,[]
2026-06-01,13:46:28.799882,[]
2026-06-01,13:46:28.833215,[]
2026-06-01,13:46:28.866548,[]
2026-06-01,13:46:28.899881,[]
2026-06-01,13:46:28.933214,[]
2026-06-01,13:46:28.966547,[]
2026-06-01,13:46:28.999880,[]
2026-06-01,13:46:29.033213,[]
2026-06-01,13:46:29.066546,[]
2026-06-01,13:46:29.099879,[]
2026-06-01,13:46:29.133212,[]
2026-06-01,13:46:29.166545,[]
2026-06-01,13:46:29.199878,[]
2026-06-01,13:46:29.233211,[]
2026-06-01,13:46:29.266544,[]
2026-06-01,13:46:29.299877,[]
2026-06-01,13:46:29.333210,[]
2026-06-01,13:46:29.366543,[]
2026-06-01,13:46:29.399876,[]
2026-06-01,13:46:29.433209,[]
2026-06-01,13:46:29.466542,[]
2026-06-01,13:46:29.499875,[]
2026-06-01,13:46:29.533208,[]
2026-06-01,13:46:29.566541,[]
2026-06-01,13:46:29.599874,[]
2026-06-01,13:46:29.633207,[]
2026-06-01,13:46:29.666540,[]
2026-06-01,13:46:29.699873,[]
2026-06-01,13:46:29.733206,[]
2026-06-01,13:46:29.766539,[]
2026-06-01,13:46:29.799872,[]
2026-06-01,13:46:29.833205,[]
2026-06-01,13:46:29.866538,[]
2026-06-01,13:46:29.899871,[]
2026-06-01,13:46:29.933204,[]
2026-06-01,13:46:29.966537,[]
2026-06-01,13:46:29.999870,[]
2026-06-01,13:46:30.033203,[]
2026-06-01,13:46:30.066536,[]
2026-06-01,13:46:30.099869,[]
