Date,Time,Particle_Count
06/10/2026,12:42:04,"5360
"
06/10/2026,12:42:05,"5430
"
06/10/2026,12:42:06,"5340
"
06/10/2026,12:42:07,"5100
"
06/10/2026,12:42:08,"4930
"
06/10/2026,12:42:09,"4620
"
06/10/2026,12:42:10,"4770
"
06/10/2026,12:42:11,"4530
"
06/10/2026,12:42:12,"4150
"
06/10/2026,12:42:13,"3780
"
06/10/2026,12:42:14,"3730
"
06/10/2026,12:42:15,"3740
"
06/10/2026,12:42:16,"3680
"
06/10/2026,12:42:17,"3750
"
06/10/2026,12:42:18,"3710
"
06/10/2026,12:42:19,"3680
"
06/10/2026,12:42:20,"3540
"
06/10/2026,12:42:21,"3690
"
06/10/2026,12:42:22,"3660
"
06/10/2026,12:42:23,"3650
"
06/10/2026,12:42:24,"3700
"
06/10/2026,12:42:25,"3650
"
06/10/2026,12:42:26,"3740
"
06/10/2026,12:42:27,"3960
"
06/10/2026,12:42:28,"4050
"
06/10/2026,12:42:29,"3990
"
06/10/2026,12:42:30,"3910
"
06/10/2026,12:42:31,"3940
"
06/10/2026,12:42:32,"3860
"
06/10/2026,12:42:33,"3940
"
06/10/2026,12:42:34,"4010
"
06/10/2026,12:42:35,"4010
"
06/10/2026,12:42:36,"3920
"
06/10/2026,12:42:37,"4010
"
06/10/2026,12:42:38,"4140
"
06/10/2026,12:42:39,"4130
"
06/10/2026,12:42:40,"4060
"
06/10/2026,12:42:41,"4100
"
06/10/2026,12:42:42,"4070
"
06/10/2026,12:42:43,"4030
"
06/10/2026,12:42:44,"4030
"
06/10/2026,12:42:45,"4220
"
06/10/2026,12:42:46,"4350
"
06/10/2026,12:42:47,"4340
"
06/10/2026,12:42:48,"4310
"
06/10/2026,12:42:49,"4200
"
06/10/2026,12:42:50,"4230
"
06/10/2026,12:42:51,"4280
"
06/10/2026,12:42:52,"4210
"
06/10/2026,12:42:53,"4320
"
06/10/2026,12:42:54,"4400
"
06/10/2026,12:42:55,"4260
"
06/10/2026,12:42:56,"4490
"
06/10/2026,12:42:57,"4500
"
06/10/2026,12:42:58,"4520
"
06/10/2026,12:42:59,"4510
"
06/10/2026,12:43:00,"4390
"
06/10/2026,12:43:01,"4220
"
06/10/2026,12:43:02,"3640
"
06/10/2026,12:43:03,"3820
"
06/10/2026,12:43:04,"3900
"
06/10/2026,12:43:05,"3920
"
06/10/2026,12:43:06,"3900
"
06/10/2026,12:43:07,"3950
"
06/10/2026,12:43:08,"3980
"
06/10/2026,12:43:09,"4140
"
06/10/2026,12:43:10,"4320
"
06/10/2026,12:43:11,"4180
"
06/10/2026,12:43:12,"4150
"
06/10/2026,12:43:13,"4100
"
06/10/2026,12:43:14,"4150
"
06/10/2026,12:43:15,"4140
"
06/10/2026,12:43:16,"4180
"
06/10/2026,12:43:17,"4250
"
06/10/2026,12:43:18,"4280
"
06/10/2026,12:43:19,"4440
"
06/10/2026,12:43:20,"4320
"
06/10/2026,12:43:21,"4400
"
06/10/2026,12:43:22,"4550
"
06/10/2026,12:43:23,"4650
"
06/10/2026,12:43:24,"4690
"
06/10/2026,12:43:25,"4640
"
06/10/2026,12:43:26,"4550
"
06/10/2026,12:43:27,"4550
"
06/10/2026,12:43:28,"4230
"
06/10/2026,12:43:29,"4310
"
06/10/2026,12:43:30,"4340
"
06/10/2026,12:43:31,"4260
"
06/10/2026,12:43:32,"4200
"
06/10/2026,12:43:33,"4080
"
06/10/2026,12:43:34,"4200
"
06/10/2026,12:43:35,"4160
"
06/10/2026,12:43:36,"4150
"
06/10/2026,12:43:37,"4130
"
06/10/2026,12:43:38,"4130
"
06/10/2026,12:43:39,"4100
"
06/10/2026,12:43:40,"4200
"
06/10/2026,12:43:41,"4170
"
06/10/2026,12:43:42,"4140
"
06/10/2026,12:43:43,"4110
"
06/10/2026,12:43:44,"4130
"
06/10/2026,12:43:45,"4150
"
06/10/2026,12:43:46,"4060
"
06/10/2026,12:43:47,"4180
"
06/10/2026,12:43:48,"4120
"
06/10/2026,12:43:49,"4050
"
06/10/2026,12:43:50,"4310
"
06/10/2026,12:43:51,"4210
"
06/10/2026,12:43:52,"4110
"
06/10/2026,12:43:53,"4140
"
06/10/2026,12:43:54,"4200
"
06/10/2026,12:43:55,"4300
"
06/10/2026,12:43:56,"4290
"
06/10/2026,12:43:57,"4180
"
06/10/2026,12:43:58,"4020
"
06/10/2026,12:43:59,"4120
"
06/10/2026,12:44:00,"4060
"
06/10/2026,12:44:01,"3970
"
06/10/2026,12:44:02,"3970
"
06/10/2026,12:44:03,"4030
"
06/10/2026,12:44:04,"4020
"
06/10/2026,12:44:05,"3880
"
06/10/2026,12:44:06,"4050
"
06/10/2026,12:44:07,"3790
"
06/10/2026,12:44:08,"3790
"
06/10/2026,12:44:09,"3800
"
06/10/2026,12:44:10,"3740
"
06/10/2026,12:44:11,"3810
"
06/10/2026,12:44:12,"3820
"
06/10/2026,12:44:13,"3660
"
06/10/2026,12:44:14,"3620
"
06/10/2026,12:44:15,"3650
"
06/10/2026,12:44:16,"3630
"
06/10/2026,12:44:17,"3660
"
06/10/2026,12:44:18,"3720
"
06/10/2026,12:44:19,"3560
"
06/10/2026,12:44:20,"3580
"
06/10/2026,12:44:21,"3600
"
06/10/2026,12:44:22,"3660
"
06/10/2026,12:44:23,"3670
"
06/10/2026,12:44:24,"3690
"
06/10/2026,12:44:25,"3680
"
06/10/2026,12:44:26,"3700
"
06/10/2026,12:44:27,"3720
"
06/10/2026,12:44:28,"3680
"
06/10/2026,12:44:29,"3810
"
06/10/2026,12:44:30,"3760
"
06/10/2026,12:44:31,"3640
"
06/10/2026,12:44:32,"3730
"
06/10/2026,12:44:33,"3570
"
06/10/2026,12:44:34,"3810
"
06/10/2026,12:44:35,"3930
"
06/10/2026,12:44:36,"4090
"
06/10/2026,12:44:37,"4280
"
06/10/2026,12:44:38,"4470
"
06/10/2026,12:44:39,"4400
"
06/10/2026,12:44:40,"4370
"
06/10/2026,12:44:41,"4340
"
06/10/2026,12:44:42,"4350
"
06/10/2026,12:44:43,"4390
"
06/10/2026,12:44:44,"4330
"
06/10/2026,12:44:45,"4230
"
06/10/2026,12:44:46,"4090
"
06/10/2026,12:44:47,"4070
"
06/10/2026,12:44:48,"3950
"
06/10/2026,12:44:49,"4010
"
06/10/2026,12:44:50,"3920
"
06/10/2026,12:44:51,"3960
"
06/10/2026,12:44:52,"3980
"
06/10/2026,12:44:53,"4010
"
06/10/2026,12:44:54,"4070
"
06/10/2026,12:44:55,"3900
"
06/10/2026,12:44:56,"3880
"
06/10/2026,12:44:57,"3820
"
06/10/2026,12:44:58,"3720
"
06/10/2026,12:44:59,"3820
"
06/10/2026,12:45:00,"3830
"
06/10/2026,12:45:01,"3720
"
06/10/2026,12:45:02,"3730
"
06/10/2026,12:45:03,"3680
"
06/10/2026,12:45:04,"3570
"
06/10/2026,12:45:05,"3590
"
06/10/2026,12:45:06,"3680
"
06/10/2026,12:45:07,"3700
"
06/10/2026,12:45:08,"3750
"
06/10/2026,12:45:09,"3670
"
06/10/2026,12:45:10,"3760
"
06/10/2026,12:45:11,"3810
"
06/10/2026,12:45:12,"3780
"
06/10/2026,12:45:13,"4090
"
06/10/2026,12:45:14,"4050
"
06/10/2026,12:45:15,"4070
"
06/10/2026,12:45:16,"3870
"
06/10/2026,12:45:17,"3860
"
06/10/2026,12:45:18,"3720
"
06/10/2026,12:45:19,"3510
"
06/10/2026,12:45:20,"3650
"
06/10/2026,12:45:21,"3570
"
06/10/2026,12:45:22,"3610
"
06/10/2026,12:45:23,"3520
"
06/10/2026,12:45:24,"3570
"
06/10/2026,12:45:25,"3550
"
06/10/2026,12:45:26,"3600
"
06/10/2026,12:45:27,"3550
"
06/10/2026,12:45:28,"3700
"
06/10/2026,12:45:29,"3700
"
06/10/2026,12:45:30,"3740
"
06/10/2026,12:45:31,"3760
"
06/10/2026,12:45:32,"3720
"
06/10/2026,12:45:33,"3760
"
06/10/2026,12:45:34,"3730
"
06/10/2026,12:45:35,"3640
"
06/10/2026,12:45:36,"3660
"
06/10/2026,12:45:37,"3580
"
06/10/2026,12:45:38,"3590
"
06/10/2026,12:45:39,"3770
"
06/10/2026,12:45:40,"3670
"
06/10/2026,12:45:41,"3770
"
06/10/2026,12:45:42,"3840
"
06/10/2026,12:45:43,"3850
"
06/10/2026,12:45:44,"3740
"
06/10/2026,12:45:45,"3790
"
06/10/2026,12:45:46,"3810
"
06/10/2026,12:45:47,"3760
"
06/10/2026,12:45:48,"3770
"
06/10/2026,12:45:49,"3800
"
06/10/2026,12:45:50,"3720
"
06/10/2026,12:45:51,"3800
"
06/10/2026,12:45:52,"3790
"
06/10/2026,12:45:53,"3840
"
06/10/2026,12:45:54,"3780
"
06/10/2026,12:45:55,"3890
"
06/10/2026,12:45:56,"3820
"
06/10/2026,12:45:57,"3890
"
06/10/2026,12:45:58,"3850
"
06/10/2026,12:45:59,"3460
"
06/10/2026,12:46:00,"3400
"
06/10/2026,12:46:01,"3420
"
06/10/2026,12:46:02,"3530
"
06/10/2026,12:46:03,"3420
"
06/10/2026,12:46:04,"3600
"
06/10/2026,12:46:05,"3780
"
06/10/2026,12:46:06,"3730
"
06/10/2026,12:46:07,"3750
"
06/10/2026,12:46:08,"3690
"
06/10/2026,12:46:09,"3850
"
06/10/2026,12:46:10,"3930
"
06/10/2026,12:46:11,"3980
"
06/10/2026,12:46:12,"3920
"
06/10/2026,12:46:13,"3900
"
06/10/2026,12:46:14,"3900
"
06/10/2026,12:46:15,"3640
"
06/10/2026,12:46:16,"3290
"
06/10/2026,12:46:17,"3270
"
06/10/2026,12:46:18,"3360
"
06/10/2026,12:46:19,"3480
"
06/10/2026,12:46:20,"3620
"
06/10/2026,12:46:21,"3670
"
06/10/2026,12:46:22,"3770
"
06/10/2026,12:46:23,"3880
"
06/10/2026,12:46:24,"3850
"
06/10/2026,12:46:25,"3890
"
06/10/2026,12:46:26,"3950
"
06/10/2026,12:46:27,"3770
"
06/10/2026,12:46:28,"3830
"
06/10/2026,12:46:29,"3930
"
06/10/2026,12:46:30,"3950
"
06/10/2026,12:46:31,"3930
"
06/10/2026,12:46:32,"3780
"
06/10/2026,12:46:33,"3730
"
06/10/2026,12:46:34,"3820
"
06/10/2026,12:46:35,"3770
"
06/10/2026,12:46:36,"3680
"
06/10/2026,12:46:37,"3790
"
06/10/2026,12:46:38,"3780
"
06/10/2026,12:46:39,"3770
"
06/10/2026,12:46:40,"3840
"
06/10/2026,12:46:41,"3790
"
06/10/2026,12:46:42,"3690
"
06/10/2026,12:46:43,"3690
"
06/10/2026,12:46:44,"3670
"
06/10/2026,12:46:45,"3880
"
06/10/2026,12:46:46,"3660
"
06/10/2026,12:46:47,"3700
"
06/10/2026,12:46:48,"3680
"
06/10/2026,12:46:49,"3610
"
06/10/2026,12:46:50,"3640
"
06/10/2026,12:46:51,"3580
"
06/10/2026,12:46:52,"3660
"
06/10/2026,12:46:53,"3780
"
06/10/2026,12:46:54,"3690
"
06/10/2026,12:46:55,"3540
"
06/10/2026,12:46:56,"4080
"
06/10/2026,12:46:57,"4360
"
06/10/2026,12:46:58,"4600
"
06/10/2026,12:46:59,"5520
"
06/10/2026,12:47:00,"6400
"
06/10/2026,12:47:01,"5550
"
06/10/2026,12:47:02,"5110
"
06/10/2026,12:47:03,"4480
"
06/10/2026,12:47:04,"3960
"
06/10/2026,12:47:05,"3750
"
06/10/2026,12:47:06,"3740
"
06/10/2026,12:47:07,"3620
"
06/10/2026,12:47:08,"3630
"
06/10/2026,12:47:09,"3630
"
06/10/2026,12:47:10,"3680
"
06/10/2026,12:47:11,"3580
"
06/10/2026,12:47:12,"3620
"
06/10/2026,12:47:13,"3670
"
06/10/2026,12:47:14,"3570
"
06/10/2026,12:47:15,"3580
"
06/10/2026,12:47:16,"3550
"
06/10/2026,12:47:17,"3590
"
06/10/2026,12:47:18,"3570
"
06/10/2026,12:47:19,"3540
"
06/10/2026,12:47:20,"3590
"
06/10/2026,12:47:21,"3550
"
06/10/2026,12:47:22,"3610
"
06/10/2026,12:47:23,"3510
"
06/10/2026,12:47:24,"3530
"
06/10/2026,12:47:25,"3590
"
06/10/2026,12:47:26,"3580
"
06/10/2026,12:47:27,"3620
"
06/10/2026,12:47:28,"3620
"
06/10/2026,12:47:29,"3630
"
06/10/2026,12:47:30,"3630
"
06/10/2026,12:47:31,"3640
"
06/10/2026,12:47:32,"3680
"
06/10/2026,12:47:33,"3700
"
06/10/2026,12:47:34,"3590
"
06/10/2026,12:47:35,"3720
"
06/10/2026,12:47:36,"3640
"
06/10/2026,12:47:37,"3660
"
06/10/2026,12:47:38,"3700
"
06/10/2026,12:47:39,"3590
"
06/10/2026,12:47:40,"3680
"
06/10/2026,12:47:41,"3660
"
06/10/2026,12:47:42,"3650
"
06/10/2026,12:47:43,"3530
"
06/10/2026,12:47:44,"3540
"
06/10/2026,12:47:45,"3450
"
06/10/2026,12:47:46,"3530
"
06/10/2026,12:47:47,"3530
"
06/10/2026,12:47:48,"3640
"
06/10/2026,12:47:49,"3600
"
06/10/2026,12:47:50,"3550
"
06/10/2026,12:47:51,"3560
"
06/10/2026,12:47:52,"3540
"
06/10/2026,12:47:53,"3550
"
06/10/2026,12:47:54,"3490
"
06/10/2026,12:47:55,"3550
"
06/10/2026,12:47:56,"3570
"
06/10/2026,12:47:57,"3530
"
06/10/2026,12:47:58,"3510
"
06/10/2026,12:47:59,"3580
"
06/10/2026,12:48:00,"3520
"
06/10/2026,12:48:01,"3640
"
06/10/2026,12:48:02,"3510
"
06/10/2026,12:48:03,"3550
"
06/10/2026,12:48:04,"3590
"
06/10/2026,12:48:05,"3510
"
06/10/2026,12:48:06,"3580
"
06/10/2026,12:48:07,"3540
"
06/10/2026,12:48:08,"3420
"
06/10/2026,12:48:09,"3530
"
06/10/2026,12:48:10,"3470
"
06/10/2026,12:48:11,"3590
"
06/10/2026,12:48:12,"3450
"
06/10/2026,12:48:13,"3360
"
06/10/2026,12:48:14,"3470
"
06/10/2026,12:48:15,"3490
"
06/10/2026,12:48:16,"3480
"
06/10/2026,12:48:17,"3480
"
06/10/2026,12:48:18,"3550
"
06/10/2026,12:48:19,"3510
"
06/10/2026,12:48:20,"3550
"
06/10/2026,12:48:21,"3520
"
06/10/2026,12:48:22,"3470
"
06/10/2026,12:48:23,"3420
"
06/10/2026,12:48:24,"3440
"
06/10/2026,12:48:25,"3490
"
06/10/2026,12:48:26,"3470
"
06/10/2026,12:48:27,"3430
"
