Date,Time,plates
2026-06-10,12:56:53.508585,[]
2026-06-10,12:56:53.541952,[]
2026-06-10,12:56:53.575319,[]
2026-06-10,12:56:53.608686,[]
2026-06-10,12:56:53.642053,[]
2026-06-10,12:56:53.675420,[]
2026-06-10,12:56:53.708787,[]
2026-06-10,12:56:53.742154,[]
2026-06-10,12:56:53.775521,[]
2026-06-10,12:56:53.808888,[]
2026-06-10,12:56:53.842255,[]
2026-06-10,12:56:53.875622,[]
2026-06-10,12:56:53.908989,[]
2026-06-10,12:56:53.942356,[]
2026-06-10,12:56:53.975723,[]
2026-06-10,12:56:54.009090,[]
2026-06-10,12:56:54.042457,[]
2026-06-10,12:56:54.075824,[]
2026-06-10,12:56:54.109191,[]
2026-06-10,12:56:54.142558,[]
2026-06-10,12:56:54.175925,[]
2026-06-10,12:56:54.209292,[]
2026-06-10,12:56:54.242659,[]
2026-06-10,12:56:54.276026,[]
2026-06-10,12:56:54.309393,[]
2026-06-10,12:56:54.342760,[]
2026-06-10,12:56:54.376127,[]
2026-06-10,12:56:54.409494,[]
2026-06-10,12:56:54.442861,[]
2026-06-10,12:56:54.476228,[]
2026-06-10,12:56:54.509595,[]
2026-06-10,12:56:54.542962,[]
2026-06-10,12:56:54.576329,[]
2026-06-10,12:56:54.609696,[]
2026-06-10,12:56:54.643063,[]
2026-06-10,12:56:54.676430,[]
2026-06-10,12:56:54.709797,[]
2026-06-10,12:56:54.743164,[]
2026-06-10,12:56:54.776531,[]
2026-06-10,12:56:54.809898,[]
2026-06-10,12:56:54.843265,[]
2026-06-10,12:56:54.876632,[]
2026-06-10,12:56:54.909999,[]
2026-06-10,12:56:54.943366,[]
2026-06-10,12:56:54.976733,[]
2026-06-10,12:56:55.010100,[]
2026-06-10,12:56:55.043467,[]
2026-06-10,12:56:55.076834,[]
2026-06-10,12:56:55.110201,[]
2026-06-10,12:56:55.143568,[]
2026-06-10,12:56:55.176935,[]
2026-06-10,12:56:55.210302,[]
2026-06-10,12:56:55.243669,[]
2026-06-10,12:56:55.277036,[]
2026-06-10,12:56:55.310403,[]
2026-06-10,12:56:55.343770,[]
2026-06-10,12:56:55.377137,[]
2026-06-10,12:56:55.410504,[]
2026-06-10,12:56:55.443871,[]
2026-06-10,12:56:55.477238,[]
2026-06-10,12:56:55.510605,[]
2026-06-10,12:56:55.543972,[]
2026-06-10,12:56:55.577339,[]
2026-06-10,12:56:55.610706,[]
2026-06-10,12:56:55.644073,[]
2026-06-10,12:56:55.677440,[]
2026-06-10,12:56:55.710807,[]
2026-06-10,12:56:55.744174,[]
2026-06-10,12:56:55.777541,[]
2026-06-10,12:56:55.810908,[]
2026-06-10,12:56:55.844275,[]
2026-06-10,12:56:55.877642,[]
2026-06-10,12:56:55.911009,[]
2026-06-10,12:56:55.944376,[]
2026-06-10,12:56:55.977743,[]
2026-06-10,12:56:56.011110,[]
2026-06-10,12:56:56.044477,[]
2026-06-10,12:56:56.077844,[]
2026-06-10,12:56:56.111211,[]
2026-06-10,12:56:56.144578,[]
2026-06-10,12:56:56.177945,[]
2026-06-10,12:56:56.211312,[]
2026-06-10,12:56:56.244679,[]
2026-06-10,12:56:56.278046,[]
2026-06-10,12:56:56.311413,[]
2026-06-10,12:56:56.344780,[]
2026-06-10,12:56:56.378147,[]
2026-06-10,12:56:56.411514,[]
2026-06-10,12:56:56.444881,[]
2026-06-10,12:56:56.478248,[]
2026-06-10,12:56:56.511615,[]
2026-06-10,12:56:56.544982,[]
2026-06-10,12:56:56.578349,[]
2026-06-10,12:56:56.611716,[]
2026-06-10,12:56:56.645083,[]
2026-06-10,12:56:56.678450,[]
2026-06-10,12:56:56.711817,[]
2026-06-10,12:56:56.745184,[]
2026-06-10,12:56:56.778551,[]
2026-06-10,12:56:56.811918,[]
2026-06-10,12:56:56.845285,[]
2026-06-10,12:56:56.878652,[]
2026-06-10,12:56:56.912019,[]
2026-06-10,12:56:56.945386,[]
2026-06-10,12:56:56.978753,[]
2026-06-10,12:56:57.012120,[]
2026-06-10,12:56:57.045487,[]
2026-06-10,12:56:57.078854,[]
2026-06-10,12:56:57.112221,[]
2026-06-10,12:56:57.145588,[]
2026-06-10,12:56:57.178955,[]
2026-06-10,12:56:57.212322,[]
2026-06-10,12:56:57.245689,[]
2026-06-10,12:56:57.279056,[]
2026-06-10,12:56:57.312423,[]
2026-06-10,12:56:57.345790,[]
2026-06-10,12:56:57.379157,[]
2026-06-10,12:56:57.412524,[]
2026-06-10,12:56:57.445891,[]
2026-06-10,12:56:57.479258,[]
2026-06-10,12:56:57.512625,[]
2026-06-10,12:56:57.545992,[]
2026-06-10,12:56:57.579359,[]
2026-06-10,12:56:57.612726,[]
2026-06-10,12:56:57.646093,[]
2026-06-10,12:56:57.679460,[]
2026-06-10,12:56:57.712827,[]
2026-06-10,12:56:57.746194,[]
2026-06-10,12:56:57.779561,[]
2026-06-10,12:56:57.812928,[]
2026-06-10,12:56:57.846295,[]
2026-06-10,12:56:57.879662,[]
2026-06-10,12:56:57.913029,[]
2026-06-10,12:56:57.946396,[]
2026-06-10,12:56:57.979763,[]
2026-06-10,12:56:58.013130,[]
2026-06-10,12:56:58.046497,[]
2026-06-10,12:56:58.079864,[]
2026-06-10,12:56:58.113231,[]
2026-06-10,12:56:58.146598,[]
2026-06-10,12:56:58.179965,[]
2026-06-10,12:56:58.213332,[]
2026-06-10,12:56:58.246699,[]
2026-06-10,12:56:58.280066,[]
2026-06-10,12:56:58.313433,[]
2026-06-10,12:56:58.346800,[]
2026-06-10,12:56:58.380167,[]
2026-06-10,12:56:58.413534,[]
2026-06-10,12:56:58.446901,[]
2026-06-10,12:56:58.480268,[]
2026-06-10,12:56:58.513635,[]
2026-06-10,12:56:58.547002,[]
2026-06-10,12:56:58.580369,[]
2026-06-10,12:56:58.613736,[]
2026-06-10,12:56:58.647103,[]
2026-06-10,12:56:58.680470,[]
2026-06-10,12:56:58.713837,[]
2026-06-10,12:56:58.747204,[]
2026-06-10,12:56:58.780571,[]
2026-06-10,12:56:58.813938,[]
2026-06-10,12:56:58.847305,[]
2026-06-10,12:56:58.880672,[]
2026-06-10,12:56:58.914039,[]
2026-06-10,12:56:58.947406,[]
2026-06-10,12:56:58.980773,[]
2026-06-10,12:56:59.014140,[]
2026-06-10,12:56:59.047507,[]
2026-06-10,12:56:59.080874,[]
2026-06-10,12:56:59.114241,[]
2026-06-10,12:56:59.147608,[]
2026-06-10,12:56:59.180975,[]
2026-06-10,12:56:59.214342,[]
2026-06-10,12:56:59.247709,[]
2026-06-10,12:56:59.281076,[]
2026-06-10,12:56:59.314443,[]
2026-06-10,12:56:59.347810,[]
2026-06-10,12:56:59.381177,[]
2026-06-10,12:56:59.414544,[]
2026-06-10,12:56:59.447911,[]
2026-06-10,12:56:59.481278,[]
2026-06-10,12:56:59.514645,[]
2026-06-10,12:56:59.548012,[]
2026-06-10,12:56:59.581379,[]
2026-06-10,12:56:59.614746,[]
2026-06-10,12:56:59.648113,[]
2026-06-10,12:56:59.681480,[]
2026-06-10,12:56:59.714847,[]
2026-06-10,12:56:59.748214,[]
2026-06-10,12:56:59.781581,[]
2026-06-10,12:56:59.814948,[]
2026-06-10,12:56:59.848315,[]
2026-06-10,12:56:59.881682,[]
2026-06-10,12:56:59.915049,[]
2026-06-10,12:56:59.948416,[]
2026-06-10,12:56:59.981783,[]
2026-06-10,12:57:00.015150,[]
2026-06-10,12:57:00.048517,[]
2026-06-10,12:57:00.081884,[]
2026-06-10,12:57:00.115251,[]
2026-06-10,12:57:00.148618,[]
2026-06-10,12:57:00.181985,[]
2026-06-10,12:57:00.215352,[]
2026-06-10,12:57:00.248719,[]
2026-06-10,12:57:00.282086,[]
2026-06-10,12:57:00.315453,[]
