Timestamp,Particle Count (pt/cc),Vehicles In Frame,EVs,Diesel,Benzin
12:07:22,,0,0,0,0
12:07:23,,0,0,0,0
12:07:24,,0,0,0,0
12:07:25,,0,0,0,0
12:07:26,,0,0,0,0
12:07:27,,0,0,0,0
12:07:28,,0,0,0,0
12:07:29,,0,0,0,0
12:07:30,,0,0,0,0
12:07:31,,0,0,0,0
12:07:32,,0,0,0,0
12:07:33,,0,0,0,0
12:07:34,,0,0,0,0
12:07:35,,0,0,0,0
12:07:36,3460,0,0,0,0
12:07:37,3380,0,0,0,0
12:07:38,3470,0,0,0,0
12:07:39,3510,0,0,0,0
12:07:40,3660,0,0,0,0
12:07:41,3580,0,0,0,0
12:07:42,3610,0,0,0,0
12:07:43,3600,0,0,0,0
12:07:44,3650,0,0,0,0
12:07:45,3650,0,0,0,0
12:07:46,3570,0,0,0,0
12:07:47,3650,0,0,0,0
12:07:48,3750,0,0,0,0
12:07:49,3580,0,0,0,0
12:07:50,3640,0,0,0,0
12:07:51,3690,1,0,1,0
12:07:52,3760,0,0,0,0
12:07:53,3640,0,0,0,0
12:07:54,3650,0,0,0,0
12:07:55,3660,0,0,0,0
12:07:56,3600,0,0,0,0
12:07:57,3580,0,0,0,0
12:07:58,3700,0,0,0,0
12:07:59,3690,0,0,0,0
12:08:00,3580,1,0,0,1
12:08:01,3680,0,0,0,0
12:08:02,3690,0,0,0,0
12:08:03,3620,1,0,0,1
12:08:04,3530,0,0,0,0
12:08:05,3660,1,1,0,0
12:08:06,3650,0,0,0,0
12:08:07,3660,0,0,0,0
12:08:08,3570,2,0,2,0
12:08:09,3650,0,0,0,0
12:08:10,3620,0,0,0,0
12:08:11,3580,1,1,0,0
12:08:12,3540,0,0,0,0
12:08:13,3580,0,0,0,0
12:08:14,3610,1,1,0,0
12:08:15,3590,0,0,0,0
12:08:16,3640,0,0,0,0
12:08:17,3620,0,0,0,0
12:08:18,3510,0,0,0,0
12:08:19,3520,0,0,0,0
12:08:20,3650,1,0,1,0
12:08:21,3610,0,0,0,0
12:08:22,3640,0,0,0,0
12:08:23,3640,0,0,0,0
12:08:24,3760,0,0,0,0
12:08:25,3720,0,0,0,0
12:08:26,3840,0,0,0,0
12:08:27,3840,0,0,0,0
12:08:28,3890,0,0,0,0
12:08:29,3820,0,0,0,0
12:08:30,3710,0,0,0,0
12:08:31,3880,0,0,0,0
12:08:32,3800,0,0,0,0
12:08:33,3820,0,0,0,0
12:08:34,3830,0,0,0,0
12:08:35,3750,0,0,0,0
12:08:36,3700,1,0,1,0
12:08:37,3650,0,0,0,0
12:08:38,3800,0,0,0,0
12:08:39,3740,0,0,0,0
12:08:40,3760,0,0,0,0
12:08:41,3780,0,0,0,0
12:08:42,3700,0,0,0,0
12:08:43,3720,0,0,0,0
12:08:44,3790,0,0,0,0
12:08:45,3770,0,0,0,0
12:08:46,3750,0,0,0,0
12:08:47,3750,0,0,0,0
12:08:48,3770,0,0,0,0
12:08:49,3800,0,0,0,0
12:08:50,3820,0,0,0,0
12:08:51,3760,0,0,0,0
12:08:52,3830,0,0,0,0
12:08:53,3740,0,0,0,0
12:08:54,3790,0,0,0,0
12:08:55,3800,0,0,0,0
12:08:56,3890,0,0,0,0
12:08:57,3800,0,0,0,0
12:08:58,3820,0,0,0,0
12:08:59,3910,0,0,0,0
12:09:00,3800,0,0,0,0
12:09:01,3810,0,0,0,0
12:09:02,3840,0,0,0,0
12:09:03,3740,0,0,0,0
12:09:04,3760,0,0,0,0
12:09:05,3710,0,0,0,0
12:09:06,3790,0,0,0,0
12:09:07,3770,0,0,0,0
12:09:08,3850,0,0,0,0
12:09:09,3840,0,0,0,0
12:09:10,3860,0,0,0,0
12:09:11,3770,0,0,0,0
12:09:12,3740,0,0,0,0
12:09:13,3760,1,1,0,0
12:09:14,3700,0,0,0,0
12:09:15,3750,0,0,0,0
12:09:16,3870,1,1,0,0
12:09:17,3870,0,0,0,0
12:09:18,3850,1,0,0,1
12:09:19,3740,0,0,0,0
12:09:20,3840,1,1,0,0
12:09:21,3810,0,0,0,0
12:09:22,3790,1,0,0,1
12:09:23,3830,0,0,0,0
12:09:24,3850,0,0,0,0
12:09:25,3780,0,0,0,0
12:09:26,3770,0,0,0,0
12:09:27,3680,0,0,0,0
12:09:28,3640,1,1,0,0
12:09:29,3770,0,0,0,0
12:09:30,3800,0,0,0,0
12:09:31,3790,0,0,0,0
12:09:32,3850,0,0,0,0
12:09:33,3750,0,0,0,0
12:09:34,3840,0,0,0,0
12:09:35,3820,0,0,0,0
12:09:36,3770,0,0,0,0
12:09:37,3700,1,0,1,0
12:09:38,3740,0,0,0,0
12:09:39,3770,0,0,0,0
12:09:40,3810,0,0,0,0
12:09:41,3790,0,0,0,0
12:09:42,3860,0,0,0,0
12:09:43,3790,1,0,1,0
12:09:44,3850,0,0,0,0
12:09:45,3820,0,0,0,0
12:09:46,3740,1,1,0,0
12:09:47,3770,0,0,0,0
12:09:48,3790,0,0,0,0
12:09:49,3990,0,0,0,0
12:09:50,4010,0,0,0,0
12:09:51,4070,0,0,0,0
12:09:52,4100,0,0,0,0
12:09:53,4060,0,0,0,0
12:09:54,3990,0,0,0,0
12:09:55,3880,0,0,0,0
12:09:56,4060,2,0,1,1
12:09:57,4230,0,0,0,0
12:09:58,4070,0,0,0,0
12:09:59,3990,0,0,0,0
12:10:00,4370,0,0,0,0
12:10:01,4420,0,0,0,0
12:10:02,4210,0,0,0,0
12:10:03,4320,0,0,0,0
12:10:04,4200,0,0,0,0
12:10:05,4370,0,0,0,0
12:10:06,4220,0,0,0,0
12:10:07,4170,0,0,0,0
12:10:08,4270,1,0,0,1
12:10:09,4450,0,0,0,0
12:10:10,4450,0,0,0,0
12:10:11,4480,0,0,0,0
12:10:12,4250,0,0,0,0
12:10:13,4290,0,0,0,0
12:10:14,4170,1,0,0,1
12:10:15,4180,0,0,0,0
12:10:16,4140,0,0,0,0
12:10:17,4140,0,0,0,0
12:10:18,4070,0,0,0,0
12:10:19,4170,0,0,0,0
12:10:20,4130,0,0,0,0
12:10:21,4220,0,0,0,0
12:10:22,4180,0,0,0,0
12:10:23,4140,0,0,0,0
12:10:24,4110,0,0,0,0
12:10:25,4120,0,0,0,0
12:10:26,4110,0,0,0,0
12:10:27,4070,0,0,0,0
12:10:28,4130,0,0,0,0
12:10:29,4100,0,0,0,0
12:10:30,4140,0,0,0,0
12:10:31,4080,0,0,0,0
12:10:32,4150,0,0,0,0
12:10:33,4010,0,0,0,0
12:10:34,3880,0,0,0,0
12:10:35,3880,0,0,0,0
12:10:36,3850,0,0,0,0
12:10:37,3950,0,0,0,0
12:10:38,3910,0,0,0,0
12:10:39,3860,0,0,0,0
12:10:40,3760,1,0,1,0
12:10:41,3850,0,0,0,0
12:10:42,3820,0,0,0,0
12:10:43,3830,0,0,0,0
12:10:44,3800,0,0,0,0
12:10:45,3860,0,0,0,0
