Timestamp,Particle Count (pt/cc),Vehicles In Frame,EVs,Diesel,Benzin
12:36:09,,0,0,0,0
12:36:10,,0,0,0,0
12:36:11,,0,0,0,0
12:36:12,,0,0,0,0
12:36:13,6180,1,1,0,0
12:36:14,6170,1,1,0,0
12:36:15,6070,0,0,0,0
12:36:16,6900,1,1,0,0
12:36:17,7460,0,0,0,0
12:36:18,7970,1,0,1,0
12:36:19,7750,0,0,0,0
12:36:20,6830,0,0,0,0
12:36:21,6410,1,1,0,0
12:36:22,6470,0,0,0,0
12:36:23,6060,0,0,0,0
12:36:24,6430,0,0,0,0
12:36:25,6610,1,0,1,0
12:36:26,6400,0,0,0,0
12:36:27,6440,1,0,1,0
12:36:28,6600,0,0,0,0
12:36:29,6600,0,0,0,0
12:36:30,6860,0,0,0,0
12:36:31,6360,0,0,0,0
12:36:32,6470,0,0,0,0
12:36:33,6580,0,0,0,0
12:36:34,6700,0,0,0,0
12:36:35,6810,0,0,0,0
12:36:36,6580,0,0,0,0
12:36:37,6510,0,0,0,0
12:36:38,6670,1,0,1,0
12:36:39,6660,0,0,0,0
12:36:40,6660,0,0,0,0
12:36:41,6670,0,0,0,0
12:36:42,6630,0,0,0,0
12:36:43,6390,0,0,0,0
12:36:44,6490,0,0,0,0
12:36:45,6270,0,0,0,0
12:36:46,6000,0,0,0,0
12:36:47,5930,1,0,1,0
12:36:48,6010,0,0,0,0
12:36:49,5890,0,0,0,0
12:36:50,5890,2,0,2,0
12:36:51,5860,0,0,0,0
12:36:52,5820,0,0,0,0
12:36:53,5710,0,0,0,0
12:36:54,5760,0,0,0,0
12:36:55,5900,0,0,0,0
12:36:56,5770,0,0,0,0
12:36:57,5930,0,0,0,0
12:36:58,5590,0,0,0,0
12:36:59,5630,0,0,0,0
12:37:00,5540,0,0,0,0
12:37:01,5560,0,0,0,0
12:37:02,5630,0,0,0,0
12:37:03,5500,0,0,0,0
12:37:04,5600,0,0,0,0
12:37:05,5700,0,0,0,0
12:37:06,5510,0,0,0,0
12:37:07,5630,0,0,0,0
12:37:08,5410,0,0,0,0
12:37:09,5450,0,0,0,0
12:37:10,5130,0,0,0,0
12:37:11,5190,0,0,0,0
12:37:12,5160,0,0,0,0
12:37:13,5210,0,0,0,0
12:37:14,5210,0,0,0,0
12:37:15,5210,1,1,0,0
12:37:16,5260,0,0,0,0
12:37:17,5090,0,0,0,0
12:37:18,5210,0,0,0,0
12:37:19,5170,1,1,0,0
12:37:20,5070,0,0,0,0
12:37:21,4850,0,0,0,0
12:37:22,4960,1,1,0,0
12:37:23,4860,1,1,0,0
12:37:24,4620,1,0,0,1
12:37:25,4810,0,0,0,0
12:37:26,4620,0,0,0,0
12:37:27,4530,1,0,1,0
12:37:28,4290,1,0,1,0
12:37:29,4400,0,0,0,0
12:37:30,4310,1,0,1,0
12:37:31,4410,0,0,0,0
12:37:32,4440,0,0,0,0
12:37:33,4610,0,0,0,0
